,Parameter,General source,Source,Commodity,Value,"Commodity, source"
267,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 25,Al,-0.03987027258059639,"Al, this study"
268,"Mine cost elasticity
to ore grade ( )",This study,This study 0,Al,-0.4740960894255066,"Al, this study"
269,"Mine cost elasticity
to ore grade ( )",This study,This study 1,Al,-0.305658290259469,"Al, this study"
270,"Mine cost elasticity
to ore grade ( )",This study,This study 2,Al,-0.9069319161258124,"Al, this study"
271,"Mine cost elasticity
to ore grade ( )",This study,This study 3,Al,-0.1265416591215862,"Al, this study"
272,"Mine cost elasticity
to ore grade ( )",This study,This study 4,Al,-0.336296837806684,"Al, this study"
273,"Mine cost elasticity
to ore grade ( )",This study,This study 5,Al,-0.1905162749809996,"Al, this study"
274,"Mine cost elasticity
to ore grade ( )",This study,This study 6,Al,-0.9792953341591306,"Al, this study"
275,"Mine cost elasticity
to ore grade ( )",This study,This study 7,Al,-0.9875419876191632,"Al, this study"
276,"Mine cost elasticity
to ore grade ( )",This study,This study 8,Al,-0.3147163659421376,"Al, this study"
277,"Mine cost elasticity
to ore grade ( )",This study,This study 9,Al,-0.99274385971755,"Al, this study"
278,"Mine cost elasticity
to ore grade ( )",This study,This study 10,Al,-0.0942442979271217,"Al, this study"
279,"Mine cost elasticity
to ore grade ( )",This study,This study 11,Al,-0.9869375387258932,"Al, this study"
280,"Mine cost elasticity
to ore grade ( )",This study,This study 12,Al,-0.1394239214419715,"Al, this study"
281,"Mine cost elasticity
to ore grade ( )",This study,This study 13,Al,-0.8565745875618397,"Al, this study"
282,"Mine cost elasticity
to ore grade ( )",This study,This study 14,Al,-0.99902806653667,"Al, this study"
283,"Mine cost elasticity
to ore grade ( )",This study,This study 15,Al,-0.2189105917547487,"Al, this study"
284,"Mine cost elasticity
to ore grade ( )",This study,This study 16,Al,-0.0678621604782752,"Al, this study"
285,"Mine cost elasticity
to ore grade ( )",This study,This study 17,Al,-0.1271247731791897,"Al, this study"
286,"Mine cost elasticity
to ore grade ( )",This study,This study 18,Al,-0.4618980428377267,"Al, this study"
287,"Mine cost elasticity
to ore grade ( )",This study,This study 19,Al,-0.0751956792010192,"Al, this study"
288,"Mine cost elasticity
to ore grade ( )",This study,This study 20,Al,-0.7517955438674669,"Al, this study"
289,"Mine cost elasticity
to ore grade ( )",This study,This study 21,Al,-0.2288023483500553,"Al, this study"
290,"Mine cost elasticity
to ore grade ( )",This study,This study 22,Al,-0.5413381553697599,"Al, this study"
291,"Mine cost elasticity
to ore grade ( )",This study,This study 23,Al,-0.1656801550865621,"Al, this study"
292,"Mine cost elasticity
to ore grade ( )",This study,This study 24,Al,-0.5360760441050256,"Al, this study"
293,"Mine cost elasticity
to ore grade ( )",This study,This study 25,Al,-0.7694185050196864,"Al, this study"
294,"Collection elasticity to
scrap price ( )",Literature,Blomberg and Hellmer (2000),Al,0.17,"Al, literature"
295,"Collection elasticity to
scrap price ( )",Literature,Fisher and Owen (1981),Al,0.9207,"Al, literature"
296,"Collection elasticity to
scrap price ( )",Literature,Zink et al. (2018),Al,0.174,"Al, literature"
297,"Collection elasticity to
scrap price ( )",Literature,Carlsen (1980),Al,0.32,"Al, literature"
298,"Collection elasticity to
scrap price ( )",Literature,Slade (1980a),Al,0.24,"Al, literature"
299,"Collection elasticity to
scrap price ( )",Literature,Suslow (1986),Al,1.96,"Al, literature"
300,"Collection elasticity to
scrap price ( )",Literature,US EPA (1998),Al,2.33,"Al, literature"
301,"Collection elasticity to
scrap price ( )",Literature,Grant (1999),Al,0.6,"Al, literature"
302,"Collection elasticity to
scrap price ( )",Literature,Blomberg and Soderholm (2009),Al,0.21,"Al, literature"
303,"Collection elasticity to
scrap price ( )",Literature,"Blomberg (2007), a",Al,0.21,"Al, literature"
304,"Collection elasticity to
scrap price ( )",Literature,"Blomberg (2007), b",Al,0.78,"Al, literature"
305,"Direct melt fraction
elasticity to scrap spread ( )",Literature,Zink et al. (2018),Al,0.191,"Al, literature"
306,"Direct melt fraction
elasticity to scrap spread ( )",Literature,Suslow (1986),Al,1.08,"Al, literature"
307,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), a - demand",Al,0.1339999999999999,"Al, literature"
308,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), b - demand",Al,0.2909999999999999,"Al, literature"
309,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), c - demand",Al,0.030999999999999917,"Al, literature"
310,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), d - demand",Al,0.06000000000000005,"Al, literature"
311,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), e - demand",Al,0.040000000000000036,"Al, literature"
312,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), f - demand",Al,0.06499999999999995,"Al, literature"
313,"Intensity elasticity to
GDP (*)",Literature,"Pei and Tilton (1999), a - demand",Al,1.21,"Al, literature"
314,"Intensity elasticity to
GDP (*)",Literature,"Pei and Tilton (1999), b - demand",Al,-0.122,"Al, literature"
315,"Intensity elasticity to
GDP (*)",Literature,Tcha and Takashina (2002) - demand,Al,-0.15200000000000002,"Al, literature"
316,"Intensity elasticity to
GDP (*)",Literature,Evans and Lewis (2005) - demand,Al,0.03810000000000002,"Al, literature"
317,"Intensity elasticity to
GDP (*)",Literature,Stuermer (2017) - demand,Al,0.655,"Al, literature"
318,"Intensity elasticity to
GDP (*)",Literature,Fisher and Owen (1981) - demand,Al,0.28269999999999995,"Al, literature"
319,"Intensity elasticity to
GDP (*)",Literature,Blomberg (2000) - demand,Al,-0.48,"Al, literature"
320,"Intensity elasticity to
GDP (*)",Literature,Fernandez (2018) - demand,Al,0.2909999999999999,"Al, literature"
321,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), a - demand",Al,0.06000000000000005,"Al, literature"
322,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), b - demand",Al,0.030999999999999917,"Al, literature"
323,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), c - demand",Al,0.06499999999999995,"Al, literature"
324,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), d - demand",Al,0.040000000000000036,"Al, literature"
325,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), e - demand",Al,-0.17500000000000004,"Al, literature"
326,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), f - demand",Al,-0.23199999999999998,"Al, literature"
327,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), g - demand",Al,-0.403,"Al, literature"
328,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), h - demand",Al,-0.609,"Al, literature"
329,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), i - demand",Al,-0.275,"Al, literature"
330,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), j - demand",Al,-0.352,"Al, literature"
331,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), k - demand",Al,-0.899,"Al, literature"
332,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), l - demand",Al,-1.043,"Al, literature"
333,"Intensity elasticity to
GDP (*)",Literature,"Fernandez (2018), m - demand",Al,0.1339999999999999,"Al, literature"
334,"Intensity elasticity to
GDP (*)",Literature,"Fisher (1981), a - demand",Al,1.2572999999999999,"Al, literature"
335,"Intensity elasticity to
GDP (*)",Literature,"Fisher (1981), b - demand",Al,0.28269999999999995,"Al, literature"
336,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.72,"Al, literature"
337,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,1.7599999999999998,"Al, literature"
338,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.33000000000000007,"Al, literature"
339,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.3600000000000001,"Al, literature"
340,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,1.21,"Al, literature"
341,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.08000000000000007,"Al, literature"
342,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.56,"Al, literature"
343,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), a - demand",Al,0.20999999999999996,"Al, literature"
344,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,-0.040000000000000036,"Al, literature"
345,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.96,"Al, literature"
346,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.29000000000000004,"Al, literature"
347,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.45999999999999996,"Al, literature"
348,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.7,"Al, literature"
349,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.06000000000000005,"Al, literature"
350,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.16999999999999993,"Al, literature"
351,"Intensity elasticity to
GDP (*)",Literature,"Hojman (1981), b - demand",Al,0.9099999999999999,"Al, literature"
352,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,0.04499999999999993,"Al, literature"
353,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,-0.43000000000000005,"Al, literature"
354,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,1.194,"Al, literature"
355,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,-0.53,"Al, literature"
356,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,-0.538,"Al, literature"
357,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,-0.008000000000000007,"Al, literature"
358,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,0.8600000000000001,"Al, literature"
359,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,0.15100000000000002,"Al, literature"
360,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,1.2269999999999999,"Al, literature"
361,"Intensity elasticity to
GDP (*)",Literature,Pei (1999) - demand,Al,-0.04200000000000004,"Al, literature"
362,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.3979999999999999,"Al, literature"
363,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.351,"Al, literature"
364,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,-0.42300000000000004,"Al, literature"
365,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.74,"Al, literature"
366,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.33299999999999996,"Al, literature"
367,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.19399999999999995,"Al, literature"
368,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,1.62,"Al, literature"
369,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,0.7629999999999999,"Al, literature"
370,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,-0.41000000000000003,"Al, literature"
371,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,1.3159999999999998,"Al, literature"
372,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), a - demand",Al,-0.43700000000000006,"Al, literature"
373,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,0.5780000000000001,"Al, literature"
374,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,0.45399999999999996,"Al, literature"
375,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.0139999999999998,"Al, literature"
376,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.1349999999999998,"Al, literature"
377,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,0.6839999999999999,"Al, literature"
378,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.674,"Al, literature"
379,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.7719999999999998,"Al, literature"
380,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,0.242,"Al, literature"
381,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.5859999999999999,"Al, literature"
382,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,1.3809999999999998,"Al, literature"
383,"Intensity elasticity to
GDP (*)",Literature,"Pei (1999), b - demand",Al,0.7809999999999999,"Al, literature"
384,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.84,"Al, literature"
385,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.31100000000000005,"Al, literature"
386,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,0.026999999999999913,"Al, literature"
387,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.719,"Al, literature"
388,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.30300000000000005,"Al, literature"
389,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.18100000000000005,"Al, literature"
390,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,0.07000000000000006,"Al, literature"
391,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), a - demand",Al,-0.15200000000000002,"Al, literature"
392,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.841,"Al, literature"
393,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.21699999999999997,"Al, literature"
394,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.11199999999999999,"Al, literature"
395,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.756,"Al, literature"
396,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.31299999999999994,"Al, literature"
397,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.27,"Al, literature"
398,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,0.030000000000000027,"Al, literature"
399,"Intensity elasticity to
GDP (*)",Literature,"Tcha (2002), b - demand",Al,-0.029000000000000026,"Al, literature"
400,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - demand",Al,-0.593,"Al, literature"
401,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - demand",Al,-0.333,"Al, literature"
402,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), c - demand",Al,0.029,"Al, literature"
403,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), d - demand",Al,0.01,"Al, literature"
404,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), e - demand",Al,-0.07,"Al, literature"
405,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), f - demand",Al,-0.086,"Al, literature"
406,"Intensity elasticity to
price (***)",Literature,"Pei and Tilton (1999), a - demand",Al,-0.02,"Al, literature"
